id,protocol,repo,provenance,evidence,tier,questions,coverage_real,coverage_paraphrase,coverage_synthetic,rubric_mean_real,rubric_mean_paraphrase,rubric_mean_synthetic,record_chars,synthetic_chars,changed_lines,language
supabase_supabase__44986,independent,supabase/supabase,agent,agent-trailer,substantive,4,0,0.25,0.25,0.25,0.5,1,1281,1398,,
supabase_supabase__45034,independent,supabase/supabase,human,none,substantive,3,0.666667,0.333333,0.333333,1.3333,0.6667,1,5029,2005,,
supabase_supabase__45170,independent,supabase/supabase,agent,agent-trailer,substantive,4,0.25,0.25,0,0.5,0.5,0.25,799,1566,,
supabase_supabase__45219,independent,supabase/supabase,agent,agent-trailer,substantive,4,0,0,0,0.25,0,0.75,1801,2619,,
supabase_supabase__45274,independent,supabase/supabase,agent,agent-trailer,substantive,4,0.5,0.5,0.5,1,1,1.25,1992,1004,,
supabase_supabase__45294,independent,supabase/supabase,agent,agent-trailer,substantive,4,0.25,0.25,0,1,0.75,0.5,2263,1588,,
supabase_supabase__45326,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.666667,0.666667,0.666667,1.6667,1.6667,1.6667,1927,1226,,
supabase_supabase__45396,independent,supabase/supabase,agent,agent-trailer,substantive,4,0.5,0.25,0.25,1.25,1,0.75,5379,1507,,
supabase_supabase__45467,independent,supabase/supabase,human,none,substantive,3,1,0.666667,0.666667,2,1.6667,1.6667,3034,1901,,
supabase_supabase__45516,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.666667,0.666667,0.666667,1.3333,1.6667,1.3333,3079,1698,,
supabase_supabase__45523,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.333333,0,0.333333,1,0.6667,1.3333,1150,1016,,
supabase_supabase__45658,independent,supabase/supabase,human,none,substantive,3,0,0,0.666667,0,0,1.6667,887,1353,,
supabase_supabase__45716,independent,supabase/supabase,agent,agent-trailer,substantive,3,0,0,0,0.3333,0.3333,0.6667,2405,833,,
supabase_supabase__45787,independent,supabase/supabase,agent,agent-trailer,substantive,2,0.5,0.5,1,1,1.5,2,1155,638,,
supabase_supabase__45833,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.666667,1,0.666667,1.6667,2,1.3333,2227,862,,
supabase_supabase__45941,independent,supabase/supabase,human,none,empty,3,0,0,0,0.3333,0,1,64,1264,,
supabase_supabase__46054,independent,supabase/supabase,agent,agent-trailer,substantive,3,0,0,0,0.6667,0.6667,0.6667,1566,742,,
supabase_supabase__46095,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.333333,0.333333,0.666667,0.6667,0.6667,1.6667,2847,862,,
supabase_supabase__46138,independent,supabase/supabase,human,none,substantive,3,0,0,0,0.3333,0.3333,0.6667,953,457,,
supabase_supabase__46147,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.666667,0.333333,0.666667,1.3333,1,1.3333,2260,1070,,
supabase_supabase__46150,independent,supabase/supabase,agent,agent-trailer,substantive,3,0,0,0.333333,0.6667,0.3333,1,1334,867,,
supabase_supabase__46168,independent,supabase/supabase,human,none,substantive,3,0.666667,0.666667,1,1.6667,1.3333,2,2571,1919,,
supabase_supabase__46198,independent,supabase/supabase,agent,agent-trailer,substantive,4,0.5,0.25,0.25,1,0.75,0.75,3311,1879,,
supabase_supabase__46232,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.666667,0.666667,0,1.3333,1.3333,0.3333,1493,583,,
supabase_supabase__46241,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.333333,0.333333,0,0.6667,0.6667,0.6667,2830,1692,,
supabase_supabase__46242,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.333333,0,0,0.6667,0.6667,0.6667,2579,760,,
supabase_supabase__46245,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.333333,0.333333,0.333333,0.6667,1,1.3333,1698,775,,
supabase_supabase__46319,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.666667,0.666667,0.666667,1.3333,1.3333,1.6667,2627,2075,,
supabase_supabase__46359,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.666667,0.666667,0.333333,1.6667,1.6667,1.3333,7007,2268,,
supabase_supabase__46371,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.666667,0,1,1.6667,0.6667,2,2677,1166,,
supabase_supabase__46382,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.666667,0.666667,0.666667,1.6667,1.6667,1.3333,1043,711,,
supabase_supabase__46499,independent,supabase/supabase,agent,agent-trailer,substantive,3,1,1,0.666667,2,2,1.6667,3492,1472,,
supabase_supabase__46562,independent,supabase/supabase,human,none,substantive,3,0,0,1,0.3333,0.3333,2,640,1296,,
supabase_supabase__46614,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.666667,0.666667,0.333333,1.6667,1.3333,0.6667,2547,1592,,
supabase_supabase__46673,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.666667,0.666667,0.333333,1.6667,1.6667,1,2219,1029,,
supabase_supabase__46720,independent,supabase/supabase,agent,agent-trailer,substantive,4,0.5,0,0.5,1.25,0.25,1.5,1607,746,,
supabase_supabase__46729,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.666667,0.666667,1,1.3333,1.3333,2,1195,918,,
supabase_supabase__46771,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.333333,1,0.333333,1,2,1,1646,637,,
supabase_supabase__46803,independent,supabase/supabase,agent,agent-trailer,substantive,3,0,0.333333,0.333333,0.3333,1,1,1848,1869,,
supabase_supabase__46830,independent,supabase/supabase,agent,agent-trailer,substantive,3,1,1,0.666667,2,2,1.6667,2079,1132,,
supabase_supabase__46928,independent,supabase/supabase,agent,agent-trailer,substantive,3,1,0.333333,1,2,1.3333,2,2569,1337,,
supabase_supabase__46953,independent,supabase/supabase,agent,agent-trailer,substantive,2,1,1,1,2,2,2,1570,721,,
supabase_supabase__46960,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.666667,1,0.333333,1.6667,2,1.3333,2405,1097,,
supabase_supabase__46967,independent,supabase/supabase,agent,agent-trailer,substantive,3,0,0,0.333333,0.3333,0.3333,1.3333,1180,1932,,
supabase_supabase__46977,independent,supabase/supabase,human,none,substantive,4,0,0.5,0.25,1,1.25,1.25,2183,1554,,
supabase_supabase__47002,independent,supabase/supabase,human,none,substantive,3,0.333333,0,0,0.6667,0.3333,0.6667,1676,983,,
supabase_supabase__47007,independent,supabase/supabase,agent,agent-trailer,substantive,3,0,0,1,0.3333,0.3333,2,1560,2011,,
supabase_supabase__47024,independent,supabase/supabase,agent,agent-trailer,substantive,3,0,0,0.333333,0.6667,0.6667,1,2557,1298,,
supabase_supabase__47028,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.333333,0.333333,0.333333,1,0.6667,1,1659,1112,,
supabase_supabase__47088,independent,supabase/supabase,agent,agent-trailer,substantive,3,1,0.666667,0.333333,2,1.6667,1.3333,2131,1531,,
supabase_supabase__47104,independent,supabase/supabase,human,none,substantive,3,1,0,0,2,0.3333,0.6667,2164,1308,,
supabase_supabase__47264,independent,supabase/supabase,agent,agent-trailer,substantive,4,0.5,0.5,1,1,1,2,2086,2048,,
supabase_supabase__47353,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.666667,0.666667,0.666667,1.6667,1.3333,1.6667,1124,780,,
supabase_supabase__47363,independent,supabase/supabase,human,none,substantive,4,0.75,0.5,1,1.75,1.25,2,2485,2154,,
supabase_supabase__47406,independent,supabase/supabase,human,none,substantive,4,0,0,0,0,0,0.25,312,1628,,
supabase_supabase__47415,independent,supabase/supabase,agent,agent-footer,substantive,3,0,0,0,0.3333,0,0.6667,1162,593,,
supabase_supabase__47419,independent,supabase/supabase,agent,agent-trailer,substantive,3,0,0,0,0,0.3333,0.3333,723,673,,
supabase_supabase__47421,independent,supabase/supabase,human,none,substantive,4,0.25,0.25,0.5,0.5,0.75,1.5,2210,1258,,
supabase_supabase__47434,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.666667,1,0.666667,1.6667,2,1.3333,2220,811,,
supabase_supabase__47436,independent,supabase/supabase,agent,agent-trailer,substantive,3,1,1,1,2,2,2,2233,672,,
supabase_supabase__47489,independent,supabase/supabase,agent,agent-trailer,substantive,4,0,0.25,0.25,0.5,0.5,1,2415,1368,,
supabase_supabase__47494,independent,supabase/supabase,agent,agent-trailer,substantive,3,1,0.666667,0.666667,2,1.6667,1.6667,1374,1031,,
supabase_supabase__47502,independent,supabase/supabase,agent,agent-trailer,substantive,4,0.5,0.5,0.25,1.5,1.25,1,1511,1363,,
supabase_supabase__47532,independent,supabase/supabase,human,none,empty,3,0,0,0.333333,0,0,1.3333,66,692,,
supabase_supabase__47560,independent,supabase/supabase,agent,agent-trailer,substantive,3,1,0.666667,0.666667,2,1.6667,1.6667,1968,1202,,
supabase_supabase__47583,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.333333,0.333333,0.333333,0.6667,1,1,2125,1198,,
supabase_supabase__47631,independent,supabase/supabase,agent,agent-trailer,substantive,4,1,0.75,1,2,1.5,2,2262,1186,,
supabase_supabase__47724,independent,supabase/supabase,human,none,substantive,3,0.333333,0.333333,0.666667,1,1,1.6667,3561,1997,,
supabase_supabase__47864,independent,supabase/supabase,human,none,substantive,3,0,0,0,0.3333,0,0,1662,615,,
supabase_supabase__47880,independent,supabase/supabase,human,none,substantive,4,0,0,0.25,0.75,0.5,1,889,1820,,
supabase_supabase__48008,independent,supabase/supabase,human,none,substantive,3,1,1,1,2,2,2,3227,2032,,
supabase_supabase__48037,independent,supabase/supabase,agent,agent-trailer,substantive,3,1,0.666667,0.666667,2,1.6667,1.3333,1953,1097,,
supabase_supabase__48099,independent,supabase/supabase,agent,agent-trailer,substantive,4,0.5,0,0.75,1,0,1.75,1110,1089,,
supabase_supabase__48140,independent,supabase/supabase,human,none,substantive,3,0.333333,0.333333,1,0.6667,0.6667,2,2818,1509,,
supabase_supabase__48141,independent,supabase/supabase,human,none,substantive,3,0,0.333333,1,1,1.3333,2,725,1328,,
supabase_supabase__48142,independent,supabase/supabase,agent,bot-author,substantive,3,0.333333,0.333333,0,0.6667,1,0.3333,1820,590,,
supabase_supabase__48148,independent,supabase/supabase,agent,agent-trailer,substantive,4,1,1,0,2,2,0.75,9568,2066,,
supabase_supabase__48170,independent,supabase/supabase,human,none,substantive,3,0,0.333333,0.333333,0,0.6667,0.6667,2821,1426,,
supabase_supabase__48226,independent,supabase/supabase,agent,agent-trailer,substantive,3,0.666667,0.666667,0.333333,1.3333,1.6667,0.6667,2582,1310,,
supabase_supabase__48249,independent,supabase/supabase,agent,agent-trailer,substantive,4,0.5,0.25,1,1,0.5,2,2520,2259,,
supabase_supabase__48269,independent,supabase/supabase,agent,bot-author,substantive,3,0.333333,0.333333,0.333333,1,1,1.3333,2422,1017,,
supabase_supabase__48290,independent,supabase/supabase,human,none,substantive,3,0.666667,0.666667,0.666667,1.3333,1.3333,1.6667,1480,1194,,
supabase_supabase__48320,independent,supabase/supabase,agent,agent-trailer,substantive,3,1,0.666667,0.666667,2,1.6667,1.3333,3713,2678,,
apache_airflow__40457,paired,apache/airflow,human,none,empty,3,0,,0.666667,0.3333,,1.6667,,,38,Python
apache_airflow__40491,paired,apache/airflow,human,none,trivial,3,0,,0.666667,0,,1.3333,,,37,Python
apache_airflow__40558,paired,apache/airflow,human,none,substantive,4,0,,0.75,0.25,,1.5,,,42,Python
apache_airflow__40802,paired,apache/airflow,human,none,trivial,4,0,,0,0,,1,,,1009,Python
apache_airflow__40809,paired,apache/airflow,human,none,empty,3,0,,1,0,,2,,,210,Python
apache_airflow__40854,paired,apache/airflow,human,none,empty,4,0,,0.25,0,,0.75,,,245,Python
apache_airflow__41200,paired,apache/airflow,human,none,empty,3,0,,0.666667,0,,1.6667,,,135,TypeScript
apache_airflow__41277,paired,apache/airflow,human,none,trivial,3,0,,0.666667,0,,1.3333,,,319,Python
apache_airflow__41296,paired,apache/airflow,human,none,trivial,4,0,,1,0.5,,2,,,22,Python
apache_airflow__41396,paired,apache/airflow,human,none,empty,3,0,,0.333333,0,,1,,,564,Python
apache_airflow__41663,paired,apache/airflow,human,none,trivial,4,0,,0.75,0.25,,1.5,,,141,Python
apache_airflow__41846,paired,apache/airflow,human,none,substantive,4,0,,0.75,0.25,,1.75,,,23010,TypeScript
apache_airflow__42474,paired,apache/airflow,human,none,substantive,3,0,,1,0.6667,,2,,,104,Python
apache_airflow__42684,paired,apache/airflow,human,none,substantive,3,0,,1,1,,2,,,183,Python
apache_airflow__42758,paired,apache/airflow,human,none,substantive,3,0,,1,0.6667,,2,,,45,Python
apache_airflow__42761,paired,apache/airflow,human,none,substantive,3,0.333333,,0,1.3333,,1,,,782,Python
apache_airflow__42770,paired,apache/airflow,human,none,trivial,3,0,,0.666667,0,,1.3333,,,32,Python
apache_airflow__42794,paired,apache/airflow,human,none,empty,3,0,,0.333333,0,,1.3333,,,110,Python
apache_airflow__42865,paired,apache/airflow,human,none,substantive,3,0.666667,,0.666667,1.6667,,1.6667,,,169,Python
apache_airflow__43005,paired,apache/airflow,human,none,substantive,3,0.333333,,0.333333,0.6667,,1,,,176,JSON
apache_airflow__43159,paired,apache/airflow,human,none,empty,4,0,,0.5,0,,1,,,456,TypeScript
apache_airflow__43223,paired,apache/airflow,human,none,empty,3,0,,1,0,,2,,,374,TypeScript
apache_airflow__43669,paired,apache/airflow,human,none,trivial,3,0,,1,0.3333,,2,,,110,Python
apache_airflow__44287,paired,apache/airflow,human,none,empty,4,0,,0.25,0,,0.75,,,33,TOML
apache_airflow__44433,paired,apache/airflow,agent,agent-trailer,substantive,3,0,,0.666667,0.6667,,1.6667,,,583,Python
apache_airflow__44493,paired,apache/airflow,human,none,trivial,3,0,,0.666667,0,,1.6667,,,138,Python
apache_airflow__44627,paired,apache/airflow,human,none,substantive,3,0,,0,0,,0.3333,,,872,Python
apache_airflow__44704,paired,apache/airflow,human,none,trivial,3,0,,0.333333,0.3333,,1.3333,,,119,Python
apache_airflow__44745,paired,apache/airflow,human,none,trivial,3,0,,1,0,,2,,,56,Python
apache_airflow__44778,paired,apache/airflow,human,none,substantive,3,0.333333,,1,1,,2,,,29,Python
apache_airflow__44880,paired,apache/airflow,human,none,empty,3,0,,0.666667,0.6667,,1.3333,,,23,Python
apache_airflow__44939,paired,apache/airflow,human,none,trivial,3,0,,1,0.6667,,2,,,29,Python
apache_airflow__45075,paired,apache/airflow,human,none,substantive,4,0,,0.25,0.5,,1,,,271,Python
apache_airflow__45209,paired,apache/airflow,human,none,trivial,3,0,,0.666667,0.3333,,1.3333,,,29,Python
apache_airflow__45397,paired,apache/airflow,human,none,empty,4,0,,0.75,0.5,,1.75,,,314,Python
apache_airflow__45722,paired,apache/airflow,human,none,trivial,3,0,,0.666667,0.6667,,1.3333,,,34,YAML
apache_airflow__46037,paired,apache/airflow,human,none,trivial,3,0,,1,0.3333,,2,,,95,Python
apache_airflow__46063,paired,apache/airflow,human,none,empty,3,0,,0,0,,1,,,516,Python
apache_airflow__46073,paired,apache/airflow,human,none,empty,3,0,,1,0.6667,,2,,,21,Python
apache_airflow__46138,paired,apache/airflow,human,none,trivial,3,0,,1,0.6667,,2,,,726,TypeScript
apache_airflow__46142,paired,apache/airflow,human,none,empty,3,0,,0.666667,0,,1.6667,,,55,YAML
apache_airflow__46574,paired,apache/airflow,human,none,empty,3,0,,0.333333,0,,1,,,22,Python
apache_airflow__46826,paired,apache/airflow,human,none,substantive,3,0.333333,,0.333333,1,,1.3333,,,218,Python
apache_airflow__46848,paired,apache/airflow,human,none,substantive,3,0,,0.666667,0.6667,,1.3333,,,37,Python
apache_airflow__47124,paired,apache/airflow,human,none,substantive,3,0.333333,,0.666667,0.6667,,1.6667,,,33,YAML
apache_airflow__47241,paired,apache/airflow,human,none,substantive,3,0,,0.333333,0.6667,,1.3333,,,169,Python
apache_airflow__48461,paired,apache/airflow,human,none,substantive,3,0,,1,0,,2,,,92,Python
apache_airflow__48941,paired,apache/airflow,human,none,empty,4,0,,1,0.5,,2,,,140,Python
apache_airflow__48987,paired,apache/airflow,human,none,substantive,3,0,,0.666667,0.6667,,1.3333,,,167,Python
apache_airflow__49085,paired,apache/airflow,human,none,empty,3,0,,0.666667,0,,1.6667,,,20,Python
apache_airflow__49137,paired,apache/airflow,human,none,trivial,3,0,,0.666667,0,,1.3333,,,76,TypeScript
apache_airflow__49199,paired,apache/airflow,human,none,trivial,4,0,,0.25,0,,1,,,3786,Python
apache_airflow__49610,paired,apache/airflow,human,none,trivial,3,0,,0.666667,0.3333,,1.3333,,,26,Python
apache_airflow__49809,paired,apache/airflow,human,none,empty,3,0,,1,1,,2,,,228,Python
apache_airflow__50065,paired,apache/airflow,human,none,trivial,3,0,,0.666667,0,,1.3333,,,129,TypeScript
apache_airflow__50123,paired,apache/airflow,human,none,empty,4,0,,0.5,0,,1.5,,,156,Python
apache_airflow__50511,paired,apache/airflow,human,none,substantive,3,0,,0.333333,0.3333,,1.3333,,,155,YAML
apache_airflow__50532,paired,apache/airflow,human,none,empty,3,0,,1,0,,2,,,23,Python
apache_airflow__50670,paired,apache/airflow,human,none,empty,4,0,,0.75,0.5,,1.5,,,408,Python
apache_airflow__50960,paired,apache/airflow,agent,agent-trailer,substantive,4,0.25,,0,1,,0.75,,,1832,Python
apache_airflow__51297,paired,apache/airflow,human,none,trivial,3,0,,1,0,,2,,,66,Python
apache_airflow__51404,paired,apache/airflow,human,none,empty,3,0,,1,0.6667,,2,,,1156,JSON
apache_airflow__51650,paired,apache/airflow,human,none,empty,3,0,,0.333333,0,,1,,,111,JSON
apache_airflow__52262,paired,apache/airflow,human,none,substantive,3,0,,0.666667,0,,1.6667,,,210,Python
apache_airflow__52302,paired,apache/airflow,human,none,empty,3,0,,1,0,,2,,,388,TypeScript
apache_airflow__52404,paired,apache/airflow,human,none,substantive,4,0,,0,0,,0.5,,,172,TOML
apache_airflow__52564,paired,apache/airflow,human,none,empty,3,0,,1,0.3333,,2,,,44,Python
apache_airflow__52591,paired,apache/airflow,human,none,substantive,3,0.333333,,0.666667,1,,1.6667,,,316,Python
apache_airflow__52737,paired,apache/airflow,human,none,empty,3,0,,1,0.3333,,2,,,358,TypeScript
apache_airflow__52800,paired,apache/airflow,human,none,empty,3,0,,1,0,,2,,,53,Python
apache_airflow__53153,paired,apache/airflow,agent,agent-trailer,substantive,3,0,,0,0.3333,,1,,,464,Python
apache_airflow__53314,paired,apache/airflow,human,none,empty,3,0,,0.666667,0.3333,,1.6667,,,46,Python
apache_airflow__53350,paired,apache/airflow,human,none,substantive,3,0,,0.333333,0,,1,,,29,YAML
apache_airflow__53390,paired,apache/airflow,human,none,substantive,3,0,,1,0.6667,,2,,,49,Python
apache_airflow__53420,paired,apache/airflow,human,none,substantive,4,0,,0.75,0.25,,1.75,,,214,Python
apache_airflow__53514,paired,apache/airflow,human,none,empty,3,0,,0.333333,0.6667,,1,,,122,Python
apache_airflow__54487,paired,apache/airflow,human,none,substantive,3,0,,0.666667,0.3333,,1.6667,,,46,Python
apache_airflow__54679,paired,apache/airflow,human,none,substantive,4,0,,0.75,0.75,,1.75,,,173,Python
apache_airflow__54731,paired,apache/airflow,human,none,substantive,3,0,,1,0,,2,,,39,Go
apache_airflow__55090,paired,apache/airflow,human,none,substantive,3,0,,0,0,,0.6667,,,30,YAML
apache_airflow__55114,paired,apache/airflow,human,none,empty,3,0,,0.666667,0.6667,,1.6667,,,188,TypeScript
apache_airflow__55118,paired,apache/airflow,human,none,empty,3,0,,1,0,,2,,,77,Python
apache_airflow__55486,paired,apache/airflow,human,none,empty,3,0,,0.666667,0.3333,,1.6667,,,514,TypeScript
apache_airflow__55499,paired,apache/airflow,human,none,substantive,3,0,,0.666667,0.6667,,1.6667,,,103,Python
apache_airflow__55972,paired,apache/airflow,human,none,empty,3,0,,0.333333,0,,1.3333,,,631,Python
apache_airflow__56007,paired,apache/airflow,human,none,trivial,3,0,,0.333333,0.3333,,1,,,279,TOML
apache_airflow__56077,paired,apache/airflow,human,none,trivial,3,0,,0.666667,0.3333,,1.6667,,,61,Python
apache_airflow__56608,paired,apache/airflow,human,none,substantive,3,0,,0.333333,0,,1,,,20,Python
apache_airflow__56692,paired,apache/airflow,human,none,empty,3,0,,1,1,,2,,,94,Python
apache_airflow__56695,paired,apache/airflow,human,none,substantive,3,0.666667,,0.333333,1.6667,,1.3333,,,116,Python
apache_airflow__56936,paired,apache/airflow,human,none,substantive,3,0.333333,,0.333333,0.6667,,1.3333,,,545,Python
apache_airflow__57010,paired,apache/airflow,human,none,substantive,3,0,,1,0.6667,,2,,,186,Python
apache_airflow__57103,paired,apache/airflow,human,none,trivial,3,0,,0.666667,0,,1.6667,,,50,Python
apache_airflow__57228,paired,apache/airflow,human,none,empty,3,0,,1,0.3333,,2,,,22,Python
apache_airflow__57667,paired,apache/airflow,agent,agent-trailer,substantive,3,0,,0.666667,0,,1.3333,,,669,Python
apache_airflow__57741,paired,apache/airflow,agent,agent-trailer,substantive,3,0,,0.666667,0,,1.6667,,,395,Python
apache_airflow__58292,paired,apache/airflow,human,none,substantive,3,0,,0.666667,0.3333,,1.6667,,,152,TypeScript
apache_airflow__58733,paired,apache/airflow,human,none,empty,4,0.25,,0.75,1,,1.75,,,43,Python
apache_airflow__58838,paired,apache/airflow,agent,agent-trailer,trivial,3,0,,1,0,,2,,,86,Python
apache_airflow__58888,paired,apache/airflow,human,none,trivial,3,0,,0.666667,0.3333,,1.6667,,,51,Python
apache_airflow__59507,paired,apache/airflow,human,none,substantive,3,1,,1,2,,2,,,56,TypeScript
apache_airflow__59804,paired,apache/airflow,human,none,empty,4,0,,1,0.25,,2,,,43,Python
apache_airflow__59805,paired,apache/airflow,agent,agent-trailer,substantive,4,0.75,,0.25,1.75,,1,,,3549,Python
apache_airflow__60146,paired,apache/airflow,human,none,empty,3,0,,1,0,,2,,,27,Python
apache_airflow__60440,paired,apache/airflow,agent,agent-trailer,substantive,3,0,,0.666667,0.3333,,1.6667,,,272,Python
apache_airflow__60545,paired,apache/airflow,human,none,substantive,3,0,,0.666667,0.6667,,1.3333,,,373,Python
apache_airflow__60633,paired,apache/airflow,human,none,empty,3,0,,0,0.3333,,0.6667,,,72,JSON
apache_airflow__60647,paired,apache/airflow,human,none,empty,3,0,,1,0,,2,,,56,Python
apache_airflow__60676,paired,apache/airflow,human,none,empty,3,0,,0.666667,0.3333,,1.6667,,,129,Python
apache_airflow__60735,paired,apache/airflow,human,none,empty,3,0,,1,0,,2,,,30,Python
apache_airflow__61560,paired,apache/airflow,agent,agent-trailer,substantive,3,0.666667,,0.666667,1.6667,,1.6667,,,59,TypeScript
apache_airflow__61706,paired,apache/airflow,human,none,empty,3,0,,0.666667,0,,1.3333,,,24,Python
apache_airflow__61854,paired,apache/airflow,agent,agent-trailer,substantive,3,0.666667,,0.333333,1.6667,,1.3333,,,335,TypeScript
apache_airflow__61861,paired,apache/airflow,human,none,empty,3,0,,0.666667,0.6667,,1.6667,,,214,Python
apache_airflow__62401,paired,apache/airflow,human,none,substantive,3,0,,1,0,,2,,,321,Python
apache_airflow__62509,paired,apache/airflow,human,none,empty,3,0,,1,1,,2,,,150,Python
apache_airflow__62570,paired,apache/airflow,agent,agent-trailer,substantive,3,0.333333,,0.333333,1,,1.3333,,,611,TOML
apache_airflow__62580,paired,apache/airflow,agent,agent-trailer,substantive,3,0.333333,,0.666667,1.3333,,1.6667,,,73,Python
apache_airflow__62627,paired,apache/airflow,human,none,empty,4,0,,0.25,0,,1.25,,,164,Python
apache_airflow__62657,paired,apache/airflow,agent,agent-trailer,substantive,3,0.333333,,0.666667,0.6667,,1.3333,,,199,Python
apache_airflow__62662,paired,apache/airflow,agent,agent-trailer,substantive,3,0.666667,,0.666667,1.3333,,1.6667,,,53,Python
apache_airflow__62665,paired,apache/airflow,agent,agent-trailer,substantive,3,0.666667,,0,1.6667,,1,,,33,Python
apache_airflow__62682,paired,apache/airflow,agent,agent-trailer,substantive,4,0,,0.25,0.25,,0.5,,,3268,Python
apache_airflow__62702,paired,apache/airflow,agent,agent-trailer,trivial,3,0,,0.666667,0,,1.3333,,,106,Python
apache_airflow__62723,paired,apache/airflow,agent,agent-trailer,substantive,3,1,,0.666667,2,,1.6667,,,39,TOML
apache_airflow__62737,paired,apache/airflow,human,none,substantive,3,0,,1,1,,2,,,78,Python
apache_airflow__62742,paired,apache/airflow,agent,agent-trailer,empty,3,0,,0.333333,0,,1.3333,,,27,Python
apache_airflow__62755,paired,apache/airflow,agent,agent-trailer,substantive,3,0,,1,0.6667,,2,,,139,Python
apache_airflow__62820,paired,apache/airflow,agent,agent-trailer,empty,4,0,,0.5,0.75,,1.5,,,977,Python
apache_airflow__62831,paired,apache/airflow,agent,agent-trailer,substantive,4,0.75,,1,1.75,,2,,,121,TypeScript
apache_airflow__62835,paired,apache/airflow,agent,agent-trailer,substantive,3,0,,1,0.6667,,2,,,36,TypeScript
apache_airflow__62907,paired,apache/airflow,agent,agent-trailer,substantive,3,0,,0.666667,0.6667,,1.6667,,,247,Python
apache_airflow__62983,paired,apache/airflow,agent,agent-trailer,substantive,3,0.666667,,0.666667,1.6667,,1.6667,,,345,Python
apache_airflow__63016,paired,apache/airflow,human,none,trivial,4,0,,0.75,0.5,,1.75,,,122,Python
apache_airflow__63048,paired,apache/airflow,agent,agent-trailer,substantive,3,0.666667,,1,1.6667,,2,,,34,Python
apache_airflow__63210,paired,apache/airflow,human,none,substantive,3,0,,1,0.3333,,2,,,28,Python
apache_airflow__63300,paired,apache/airflow,agent,agent-trailer,substantive,3,0,,0.666667,0.6667,,1.6667,,,422,Python
apache_airflow__63315,paired,apache/airflow,agent,agent-trailer,substantive,4,0,,0.5,0.5,,1.5,,,220,Python
apache_airflow__63317,paired,apache/airflow,agent,agent-trailer,substantive,3,0.666667,,0.333333,1.6667,,1.3333,,,82,Python
apache_airflow__63319,paired,apache/airflow,agent,agent-trailer,substantive,3,0.666667,,1,1.3333,,2,,,766,Python
apache_airflow__63320,paired,apache/airflow,agent,agent-trailer,substantive,3,0.666667,,0.666667,1.3333,,1.3333,,,22,Python
apache_airflow__63347,paired,apache/airflow,agent,agent-trailer,substantive,3,0,,0.333333,0.3333,,1,,,1850,Python
apache_airflow__63387,paired,apache/airflow,human,none,trivial,3,0,,1,0,,2,,,63,Python
apache_airflow__63422,paired,apache/airflow,agent,agent-trailer,empty,4,0,,0.5,0,,1,,,469,Python
apache_airflow__63440,paired,apache/airflow,agent,agent-trailer,substantive,3,0.333333,,0.666667,1,,1.3333,,,662,Python
apache_airflow__63475,paired,apache/airflow,agent,agent-trailer,empty,3,0,,0.666667,1,,1.6667,,,66,Python
apache_airflow__63476,paired,apache/airflow,agent,agent-trailer,substantive,3,0.666667,,1,1.6667,,2,,,95,Python
apache_airflow__63520,paired,apache/airflow,agent,agent-trailer,substantive,3,0.666667,,0.333333,1.6667,,1.3333,,,2294,Python
apache_airflow__63531,paired,apache/airflow,human,none,empty,3,0,,0.666667,1,,1.3333,,,31,Python
apache_airflow__63561,paired,apache/airflow,agent,agent-trailer,substantive,4,0,,0,0,,0.5,,,3151,Python
apache_airflow__63598,paired,apache/airflow,agent,agent-trailer,substantive,4,0.25,,0,0.75,,0.5,,,2134,Python
apache_airflow__63606,paired,apache/airflow,agent,agent-trailer,substantive,3,1,,1,2,,2,,,42,Python
apache_airflow__63901,paired,apache/airflow,agent,agent-trailer,substantive,3,0,,0.333333,0.6667,,1.3333,,,699,Python
apache_airflow__64164,paired,apache/airflow,agent,agent-trailer,substantive,3,0,,1,0.6667,,2,,,41,Python
apache_airflow__64189,paired,apache/airflow,agent,agent-trailer,substantive,3,0,,1,0.6667,,2,,,52,TypeScript
